Lanskod;Lan;aldersgrupp;Vaccinationsvecka;Vaccinationsstatus;Befolkning;Antal;Andel;;;;
24;Vasterbottens lan;30-39;2021-03;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-04;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-05;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-06;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-07;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-08;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-09;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-10;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-11;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-12;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-13;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-14;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-15;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-16;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-17;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-18;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-19;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-20;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-21;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-22;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-23;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-24;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-25;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-26;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-27;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-28;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-29;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-30;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-31;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-32;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-33;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-34;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-35;Minst 3 doser;36806;0;0%;;;;
24;Vasterbottens lan;30-39;2021-36;Minst 3 doser;36806;5;0%;;;;
24;Vasterbottens lan;30-39;2021-37;Minst 3 doser;36806;13;0%;;;;
24;Vasterbottens lan;30-39;2021-38;Minst 3 doser;36806;20;0%;;;;
24;Vasterbottens lan;30-39;2021-39;Minst 3 doser;36806;34;0%;;;;
24;Vasterbottens lan;30-39;2021-40;Minst 3 doser;36806;50;0%;;;;
24;Vasterbottens lan;30-39;2021-41;Minst 3 doser;36806;60;0%;;;;
24;Vasterbottens lan;30-39;2021-42;Minst 3 doser;36806;70;0%;;;;
24;Vasterbottens lan;30-39;2021-43;Minst 3 doser;36806;84;0%;;;;
24;Vasterbottens lan;30-39;2021-44;Minst 3 doser;36806;264;1%;;;;
24;Vasterbottens lan;30-39;2021-45;Minst 3 doser;36806;333;1%;;;;
24;Vasterbottens lan;30-39;2021-46;Minst 3 doser;36806;420;1%;;;;
24;Vasterbottens lan;30-39;2021-47;Minst 3 doser;36806;645;2%;;;;
24;Vasterbottens lan;30-39;2021-48;Minst 3 doser;36806;1138;3%;;;;
24;Vasterbottens lan;30-39;2021-49;Minst 3 doser;36806;1819;5%;;;;
24;Vasterbottens lan;30-39;2021-50;Minst 3 doser;36806;2714;7%;;;;
24;Vasterbottens lan;30-39;2021-51;Minst 3 doser;36806;3090;8%;;;;
24;Vasterbottens lan;30-39;2021-52;Minst 3 doser;36806;3239;9%;;;;
24;Vasterbottens lan;30-39;2022-01;Minst 3 doser;36806;3513;10%;;;;
24;Vasterbottens lan;30-39;2022-02;Minst 3 doser;36806;4587;12%;;;;
24;Vasterbottens lan;30-39;2022-03;Minst 3 doser;36806;5775;16%;;;;
24;Vasterbottens lan;30-39;2022-04;Minst 3 doser;36806;8012;22%;;;;
24;Vasterbottens lan;30-39;2022-05;Minst 3 doser;36806;11134;30%;;;;
24;Vasterbottens lan;30-39;2022-06;Minst 3 doser;36806;13984;38%;;;;
24;Vasterbottens lan;30-39;2022-07;Minst 3 doser;36806;15814;43%;;;;
24;Vasterbottens lan;30-39;2022-08;Minst 3 doser;36806;16953;46%;;;;
24;Vasterbottens lan;30-39;2022-09;Minst 3 doser;36806;17631;48%;;;;
24;Vasterbottens lan;30-39;2022-10;Minst 3 doser;36806;17922;49%;;;;
24;Vasterbottens lan;30-39;2022-11;Minst 3 doser;36806;18414;50%;;;;
24;Vasterbottens lan;30-39;2022-12;Minst 3 doser;36806;18715;51%;;;;
24;Vasterbottens lan;30-39;2022-13;Minst 3 doser;36806;19000;52%;;;;
24;Vasterbottens lan;30-39;2022-14;Minst 3 doser;36806;19016;52%;;;;
24;Vasterbottens lan;40-49;2020-52;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2020-53;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-01;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-02;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-03;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-04;Minst 2 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-05;Minst 2 doser;32019;159;0%;;;;
24;Vasterbottens lan;40-49;2021-06;Minst 2 doser;32019;407;1%;;;;
24;Vasterbottens lan;40-49;2021-07;Minst 2 doser;32019;699;2%;;;;
24;Vasterbottens lan;40-49;2021-08;Minst 2 doser;32019;990;3%;;;;
24;Vasterbottens lan;40-49;2021-09;Minst 2 doser;32019;1224;4%;;;;
24;Vasterbottens lan;40-49;2021-10;Minst 2 doser;32019;1264;4%;;;;
24;Vasterbottens lan;40-49;2021-11;Minst 2 doser;32019;1271;4%;;;;
24;Vasterbottens lan;40-49;2021-12;Minst 2 doser;32019;1298;4%;;;;
24;Vasterbottens lan;40-49;2021-13;Minst 2 doser;32019;1309;4%;;;;
24;Vasterbottens lan;40-49;2021-14;Minst 2 doser;32019;1351;4%;;;;
24;Vasterbottens lan;40-49;2021-15;Minst 2 doser;32019;1424;4%;;;;
24;Vasterbottens lan;40-49;2021-16;Minst 2 doser;32019;1451;5%;;;;
24;Vasterbottens lan;40-49;2021-17;Minst 2 doser;32019;1481;5%;;;;
24;Vasterbottens lan;40-49;2021-18;Minst 2 doser;32019;1648;5%;;;;
24;Vasterbottens lan;40-49;2021-19;Minst 2 doser;32019;1884;6%;;;;
24;Vasterbottens lan;40-49;2021-20;Minst 2 doser;32019;2193;7%;;;;
24;Vasterbottens lan;40-49;2021-21;Minst 2 doser;32019;2629;8%;;;;
24;Vasterbottens lan;40-49;2021-22;Minst 2 doser;32019;3005;9%;;;;
24;Vasterbottens lan;40-49;2021-23;Minst 2 doser;32019;3655;11%;;;;
24;Vasterbottens lan;40-49;2021-24;Minst 2 doser;32019;4517;14%;;;;
24;Vasterbottens lan;40-49;2021-25;Minst 2 doser;32019;5589;17%;;;;
24;Vasterbottens lan;40-49;2021-26;Minst 2 doser;32019;7242;23%;;;;
24;Vasterbottens lan;40-49;2021-27;Minst 2 doser;32019;8080;25%;;;;
24;Vasterbottens lan;40-49;2021-28;Minst 2 doser;32019;8294;26%;;;;
24;Vasterbottens lan;40-49;2021-29;Minst 2 doser;32019;8761;27%;;;;
24;Vasterbottens lan;40-49;2021-30;Minst 2 doser;32019;9281;29%;;;;
24;Vasterbottens lan;40-49;2021-31;Minst 2 doser;32019;10372;32%;;;;
24;Vasterbottens lan;40-49;2021-32;Minst 2 doser;32019;14051;44%;;;;
24;Vasterbottens lan;40-49;2021-33;Minst 2 doser;32019;19061;60%;;;;
24;Vasterbottens lan;40-49;2021-34;Minst 2 doser;32019;23010;72%;;;;
24;Vasterbottens lan;40-49;2021-35;Minst 2 doser;32019;24533;77%;;;;
24;Vasterbottens lan;40-49;2021-36;Minst 2 doser;32019;25460;80%;;;;
24;Vasterbottens lan;40-49;2021-37;Minst 2 doser;32019;26132;82%;;;;
24;Vasterbottens lan;40-49;2021-38;Minst 2 doser;32019;26813;84%;;;;
24;Vasterbottens lan;40-49;2021-39;Minst 2 doser;32019;27279;85%;;;;
24;Vasterbottens lan;40-49;2021-40;Minst 2 doser;32019;27634;86%;;;;
24;Vasterbottens lan;40-49;2021-41;Minst 2 doser;32019;27908;87%;;;;
24;Vasterbottens lan;40-49;2021-42;Minst 2 doser;32019;28104;88%;;;;
24;Vasterbottens lan;40-49;2021-43;Minst 2 doser;32019;28214;88%;;;;
24;Vasterbottens lan;40-49;2021-44;Minst 2 doser;32019;28307;88%;;;;
24;Vasterbottens lan;40-49;2021-45;Minst 2 doser;32019;28370;89%;;;;
24;Vasterbottens lan;40-49;2021-46;Minst 2 doser;32019;28432;89%;;;;
24;Vasterbottens lan;40-49;2021-47;Minst 2 doser;32019;28496;89%;;;;
24;Vasterbottens lan;40-49;2021-48;Minst 2 doser;32019;28559;89%;;;;
24;Vasterbottens lan;40-49;2021-49;Minst 2 doser;32019;28650;89%;;;;
24;Vasterbottens lan;40-49;2021-50;Minst 2 doser;32019;28723;90%;;;;
24;Vasterbottens lan;40-49;2021-51;Minst 2 doser;32019;28754;90%;;;;
24;Vasterbottens lan;40-49;2021-52;Minst 2 doser;32019;28791;90%;;;;
24;Vasterbottens lan;40-49;2022-01;Minst 2 doser;32019;28845;90%;;;;
24;Vasterbottens lan;40-49;2022-02;Minst 2 doser;32019;28940;90%;;;;
24;Vasterbottens lan;40-49;2022-03;Minst 2 doser;32019;29005;91%;;;;
24;Vasterbottens lan;40-49;2022-04;Minst 2 doser;32019;29060;91%;;;;
24;Vasterbottens lan;40-49;2022-05;Minst 2 doser;32019;29099;91%;;;;
24;Vasterbottens lan;40-49;2022-06;Minst 2 doser;32019;29147;91%;;;;
24;Vasterbottens lan;40-49;2022-07;Minst 2 doser;32019;29170;91%;;;;
24;Vasterbottens lan;40-49;2022-08;Minst 2 doser;32019;29194;91%;;;;
24;Vasterbottens lan;40-49;2022-09;Minst 2 doser;32019;29211;91%;;;;
24;Vasterbottens lan;40-49;2022-10;Minst 2 doser;32019;29219;91%;;;;
24;Vasterbottens lan;40-49;2022-11;Minst 2 doser;32019;29236;91%;;;;
24;Vasterbottens lan;40-49;2022-12;Minst 2 doser;32019;29247;91%;;;;
24;Vasterbottens lan;40-49;2022-13;Minst 2 doser;32019;29254;91%;;;;
24;Vasterbottens lan;40-49;2022-14;Minst 2 doser;32019;29254;91%;;;;
24;Vasterbottens lan;40-49;2020-52;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2020-53;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-01;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-02;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-03;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-04;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-05;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-06;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-07;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-08;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-09;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-10;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-11;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-12;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-13;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-14;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-15;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-16;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-17;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-18;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-19;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-20;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-21;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-22;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-23;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-24;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-25;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-26;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-27;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-28;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-29;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-30;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-31;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-32;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-33;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-34;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-35;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-36;Minst 3 doser;32019;0;0%;;;;
24;Vasterbottens lan;40-49;2021-37;Minst 3 doser;32019;12;0%;;;;
24;Vasterbottens lan;40-49;2021-38;Minst 3 doser;32019;29;0%;;;;
24;Vasterbottens lan;40-49;2021-39;Minst 3 doser;32019;50;0%;;;;
24;Vasterbottens lan;40-49;2021-40;Minst 3 doser;32019;77;0%;;;;
24;Vasterbottens lan;40-49;2021-41;Minst 3 doser;32019;91;0%;;;;
24;Vasterbottens lan;40-49;2021-42;Minst 3 doser;32019;99;0%;;;;
24;Vasterbottens lan;40-49;2021-43;Minst 3 doser;32019;128;0%;;;;
24;Vasterbottens lan;40-49;2021-44;Minst 3 doser;32019;303;1%;;;;
24;Vasterbottens lan;40-49;2021-45;Minst 3 doser;32019;392;1%;;;;
24;Vasterbottens lan;40-49;2021-46;Minst 3 doser;32019;489;2%;;;;
24;Vasterbottens lan;40-49;2021-47;Minst 3 doser;32019;780;2%;;;;
24;Vasterbottens lan;40-49;2021-48;Minst 3 doser;32019;1238;4%;;;;
24;Vasterbottens lan;40-49;2021-49;Minst 3 doser;32019;1934;6%;;;;
24;Vasterbottens lan;40-49;2021-50;Minst 3 doser;32019;2920;9%;;;;
24;Vasterbottens lan;40-49;2021-51;Minst 3 doser;32019;3309;10%;;;;
24;Vasterbottens lan;40-49;2021-52;Minst 3 doser;32019;3617;11%;;;;
24;Vasterbottens lan;40-49;2022-01;Minst 3 doser;32019;4225;13%;;;;
24;Vasterbottens lan;40-49;2022-02;Minst 3 doser;32019;6499;20%;;;;
24;Vasterbottens lan;40-49;2022-03;Minst 3 doser;32019;9394;29%;;;;
24;Vasterbottens lan;40-49;2022-04;Minst 3 doser;32019;12955;40%;;;;
24;Vasterbottens lan;40-49;2022-05;Minst 3 doser;32019;15477;48%;;;;
24;Vasterbottens lan;40-49;2022-06;Minst 3 doser;32019;17789;56%;;;;
24;Vasterbottens lan;40-49;2022-07;Minst 3 doser;32019;19223;60%;;;;
24;Vasterbottens lan;40-49;2022-08;Minst 3 doser;32019;20057;63%;;;;
24;Vasterbottens lan;40-49;2022-09;Minst 3 doser;32019;20561;64%;;;;
24;Vasterbottens lan;40-49;2022-10;Minst 3 doser;32019;20784;65%;;;;
24;Vasterbottens lan;40-49;2022-11;Minst 3 doser;32019;21162;66%;;;;
24;Vasterbottens lan;40-49;2022-12;Minst 3 doser;32019;21379;67%;;;;
24;Vasterbottens lan;40-49;2022-13;Minst 3 doser;32019;21528;67%;;;;
24;Vasterbottens lan;40-49;2022-14;Minst 3 doser;32019;21533;67%;;;;
24;Vasterbottens lan;50-59;2020-52;Minst 2 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2020-53;Minst 2 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-01;Minst 2 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-02;Minst 2 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-03;Minst 2 doser;32350;7;0%;;;;
24;Vasterbottens lan;50-59;2021-04;Minst 2 doser;32350;7;0%;;;;
24;Vasterbottens lan;50-59;2021-05;Minst 2 doser;32350;193;1%;;;;
24;Vasterbottens lan;50-59;2021-06;Minst 2 doser;32350;506;2%;;;;
24;Vasterbottens lan;50-59;2021-07;Minst 2 doser;32350;901;3%;;;;
24;Vasterbottens lan;50-59;2021-08;Minst 2 doser;32350;1269;4%;;;;
24;Vasterbottens lan;50-59;2021-09;Minst 2 doser;32350;1513;5%;;;;
24;Vasterbottens lan;50-59;2021-10;Minst 2 doser;32350;1576;5%;;;;
24;Vasterbottens lan;50-59;2021-11;Minst 2 doser;32350;1591;5%;;;;
24;Vasterbottens lan;50-59;2021-12;Minst 2 doser;32350;1648;5%;;;;
24;Vasterbottens lan;50-59;2021-13;Minst 2 doser;32350;1662;5%;;;;
24;Vasterbottens lan;50-59;2021-14;Minst 2 doser;32350;1733;5%;;;;
24;Vasterbottens lan;50-59;2021-15;Minst 2 doser;32350;1832;6%;;;;
24;Vasterbottens lan;50-59;2021-16;Minst 2 doser;32350;1877;6%;;;;
24;Vasterbottens lan;50-59;2021-17;Minst 2 doser;32350;1912;6%;;;;
24;Vasterbottens lan;50-59;2021-18;Minst 2 doser;32350;2131;7%;;;;
24;Vasterbottens lan;50-59;2021-19;Minst 2 doser;32350;2407;7%;;;;
24;Vasterbottens lan;50-59;2021-20;Minst 2 doser;32350;2781;9%;;;;
24;Vasterbottens lan;50-59;2021-21;Minst 2 doser;32350;3253;10%;;;;
24;Vasterbottens lan;50-59;2021-22;Minst 2 doser;32350;3740;12%;;;;
24;Vasterbottens lan;50-59;2021-23;Minst 2 doser;32350;4564;14%;;;;
24;Vasterbottens lan;50-59;2021-24;Minst 2 doser;32350;5852;18%;;;;
24;Vasterbottens lan;50-59;2021-25;Minst 2 doser;32350;7948;25%;;;;
24;Vasterbottens lan;50-59;2021-26;Minst 2 doser;32350;11234;35%;;;;
24;Vasterbottens lan;50-59;2021-27;Minst 2 doser;32350;12885;40%;;;;
24;Vasterbottens lan;50-59;2021-28;Minst 2 doser;32350;13595;42%;;;;
24;Vasterbottens lan;50-59;2021-29;Minst 2 doser;32350;16931;52%;;;;
24;Vasterbottens lan;50-59;2021-30;Minst 2 doser;32350;20251;63%;;;;
24;Vasterbottens lan;50-59;2021-31;Minst 2 doser;32350;24806;77%;;;;
24;Vasterbottens lan;50-59;2021-32;Minst 2 doser;32350;26703;83%;;;;
24;Vasterbottens lan;50-59;2021-33;Minst 2 doser;32350;27518;85%;;;;
24;Vasterbottens lan;50-59;2021-34;Minst 2 doser;32350;28010;87%;;;;
24;Vasterbottens lan;50-59;2021-35;Minst 2 doser;32350;28373;88%;;;;
24;Vasterbottens lan;50-59;2021-36;Minst 2 doser;32350;28557;88%;;;;
24;Vasterbottens lan;50-59;2021-37;Minst 2 doser;32350;28816;89%;;;;
24;Vasterbottens lan;50-59;2021-38;Minst 2 doser;32350;29039;90%;;;;
24;Vasterbottens lan;50-59;2021-39;Minst 2 doser;32350;29226;90%;;;;
24;Vasterbottens lan;50-59;2021-40;Minst 2 doser;32350;29372;91%;;;;
24;Vasterbottens lan;50-59;2021-41;Minst 2 doser;32350;29487;91%;;;;
24;Vasterbottens lan;50-59;2021-42;Minst 2 doser;32350;29576;91%;;;;
24;Vasterbottens lan;50-59;2021-43;Minst 2 doser;32350;29625;92%;;;;
24;Vasterbottens lan;50-59;2021-44;Minst 2 doser;32350;29668;92%;;;;
24;Vasterbottens lan;50-59;2021-45;Minst 2 doser;32350;29692;92%;;;;
24;Vasterbottens lan;50-59;2021-46;Minst 2 doser;32350;29724;92%;;;;
24;Vasterbottens lan;50-59;2021-47;Minst 2 doser;32350;29763;92%;;;;
24;Vasterbottens lan;50-59;2021-48;Minst 2 doser;32350;29795;92%;;;;
24;Vasterbottens lan;50-59;2021-49;Minst 2 doser;32350;29836;92%;;;;
24;Vasterbottens lan;50-59;2021-50;Minst 2 doser;32350;29879;92%;;;;
24;Vasterbottens lan;50-59;2021-51;Minst 2 doser;32350;29920;92%;;;;
24;Vasterbottens lan;50-59;2021-52;Minst 2 doser;32350;29955;93%;;;;
24;Vasterbottens lan;50-59;2022-01;Minst 2 doser;32350;29981;93%;;;;
24;Vasterbottens lan;50-59;2022-02;Minst 2 doser;32350;30038;93%;;;;
24;Vasterbottens lan;50-59;2022-03;Minst 2 doser;32350;30081;93%;;;;
24;Vasterbottens lan;50-59;2022-04;Minst 2 doser;32350;30129;93%;;;;
24;Vasterbottens lan;50-59;2022-05;Minst 2 doser;32350;30154;93%;;;;
24;Vasterbottens lan;50-59;2022-06;Minst 2 doser;32350;30183;93%;;;;
24;Vasterbottens lan;50-59;2022-07;Minst 2 doser;32350;30199;93%;;;;
24;Vasterbottens lan;50-59;2022-08;Minst 2 doser;32350;30215;93%;;;;
24;Vasterbottens lan;50-59;2022-09;Minst 2 doser;32350;30224;93%;;;;
24;Vasterbottens lan;50-59;2022-10;Minst 2 doser;32350;30231;93%;;;;
24;Vasterbottens lan;50-59;2022-11;Minst 2 doser;32350;30238;93%;;;;
24;Vasterbottens lan;50-59;2022-12;Minst 2 doser;32350;30246;93%;;;;
24;Vasterbottens lan;50-59;2022-13;Minst 2 doser;32350;30251;94%;;;;
24;Vasterbottens lan;50-59;2022-14;Minst 2 doser;32350;30251;94%;;;;
24;Vasterbottens lan;50-59;2020-52;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2020-53;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-01;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-02;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-03;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-04;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-05;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-06;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-07;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-08;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-09;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-10;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-11;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-12;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-13;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-14;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-15;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-16;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-17;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-18;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-19;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-20;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-21;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-22;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-23;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-24;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-25;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-26;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-27;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-28;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-29;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-30;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-31;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-32;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-33;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-34;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-35;Minst 3 doser;32350;0;0%;;;;
24;Vasterbottens lan;50-59;2021-36;Minst 3 doser;32350;15;0%;;;;
24;Vasterbottens lan;50-59;2021-37;Minst 3 doser;32350;45;0%;;;;
24;Vasterbottens lan;50-59;2021-38;Minst 3 doser;32350;71;0%;;;;
24;Vasterbottens lan;50-59;2021-39;Minst 3 doser;32350;104;0%;;;;
24;Vasterbottens lan;50-59;2021-40;Minst 3 doser;32350;132;0%;;;;
24;Vasterbottens lan;50-59;2021-41;Minst 3 doser;32350;152;0%;;;;
24;Vasterbottens lan;50-59;2021-42;Minst 3 doser;32350;182;1%;;;;
24;Vasterbottens lan;50-59;2021-43;Minst 3 doser;32350;205;1%;;;;
24;Vasterbottens lan;50-59;2021-44;Minst 3 doser;32350;468;1%;;;;
24;Vasterbottens lan;50-59;2021-45;Minst 3 doser;32350;592;2%;;;;
24;Vasterbottens lan;50-59;2021-46;Minst 3 doser;32350;781;2%;;;;
24;Vasterbottens lan;50-59;2021-47;Minst 3 doser;32350;1204;4%;;;;
24;Vasterbottens lan;50-59;2021-48;Minst 3 doser;32350;1807;6%;;;;
24;Vasterbottens lan;50-59;2021-49;Minst 3 doser;32350;2719;8%;;;;
24;Vasterbottens lan;50-59;2021-50;Minst 3 doser;32350;4338;13%;;;;
24;Vasterbottens lan;50-59;2021-51;Minst 3 doser;32350;5105;16%;;;;
24;Vasterbottens lan;50-59;2021-52;Minst 3 doser;32350;6045;19%;;;;
24;Vasterbottens lan;50-59;2022-01;Minst 3 doser;32350;7610;24%;;;;
24;Vasterbottens lan;50-59;2022-02;Minst 3 doser;32350;11857;37%;;;;
24;Vasterbottens lan;50-59;2022-03;Minst 3 doser;32350;15477;48%;;;;
24;Vasterbottens lan;50-59;2022-04;Minst 3 doser;32350;19605;61%;;;;
24;Vasterbottens lan;50-59;2022-05;Minst 3 doser;32350;22029;68%;;;;
